Function,Derivative
\frac{\cos{\left(10 x^{2} \right)}}{8 x^{3} \sin{\left(4 x \right)}},- \frac{5 \sin{\left(10 x^{2} \right)}}{2 x^{2} \sin{\left(4 x \right)}} - \frac{\cos{\left(4 x \right)} \cos{\left(10 x^{2} \right)}}{2 x^{3} \sin^{2}{\left(4 x \right)}} - \frac{3 \cos{\left(10 x^{2} \right)}}{8 x^{4} \sin{\left(4 x \right)}}
\frac{x^{3} \log{\left(7 x^{3} \right)}}{\cos{\left(6 x^{2} \right)}},\frac{12 x^{4} \log{\left(7 x^{3} \right)} \sin{\left(6 x^{2} \right)}}{\cos^{2}{\left(6 x^{2} \right)}} + \frac{3 x^{2} \log{\left(7 x^{3} \right)}}{\cos{\left(6 x^{2} \right)}} + \frac{3 x^{2}}{\cos{\left(6 x^{2} \right)}}
- \frac{e^{3 x^{3}}}{6 x^{3} \sin{\left(2 x^{3} \right)}},- \frac{3 e^{3 x^{3}}}{2 x \sin{\left(2 x^{3} \right)}} + \frac{e^{3 x^{3}} \cos{\left(2 x^{3} \right)}}{x \sin^{2}{\left(2 x^{3} \right)}} + \frac{e^{3 x^{3}}}{2 x^{4} \sin{\left(2 x^{3} \right)}}
\frac{e^{- 7 x^{2}} \sin{\left(3 x^{2} \right)}}{x^{3}},- \frac{14 e^{- 7 x^{2}} \sin{\left(3 x^{2} \right)}}{x^{2}} + \frac{6 e^{- 7 x^{2}} \cos{\left(3 x^{2} \right)}}{x^{2}} - \frac{3 e^{- 7 x^{2}} \sin{\left(3 x^{2} \right)}}{x^{4}}
\frac{\tilde{\infty} x^{3} \cos{\left(4 x^{2} \right)}}{\sin{\left(7 x^{2} \right)}},\frac{\tilde{\infty} x^{4} \sin{\left(4 x^{2} \right)}}{\sin{\left(7 x^{2} \right)}} + \frac{\tilde{\infty} x^{4} \cos{\left(4 x^{2} \right)} \cos{\left(7 x^{2} \right)}}{\sin^{2}{\left(7 x^{2} \right)}} + \frac{\tilde{\infty} x^{2} \cos{\left(4 x^{2} \right)}}{\sin{\left(7 x^{2} \right)}}
- \frac{5 x^{6}}{\cos{\left(2 x \right)}},- \frac{10 x^{6} \sin{\left(2 x \right)}}{\cos^{2}{\left(2 x \right)}} - \frac{30 x^{5}}{\cos{\left(2 x \right)}}
\frac{\log{\left(- x^{2} \right)} \sin{\left(5 x^{3} \right)}}{\sin{\left(10 x^{2} \right)} \cos{\left(9 x \right)}},\frac{15 x^{2} \log{\left(- x^{2} \right)} \cos{\left(5 x^{3} \right)}}{\sin{\left(10 x^{2} \right)} \cos{\left(9 x \right)}} - \frac{20 x \log{\left(- x^{2} \right)} \sin{\left(5 x^{3} \right)} \cos{\left(10 x^{2} \right)}}{\sin^{2}{\left(10 x^{2} \right)} \cos{\left(9 x \right)}} + \frac{9 \log{\left(- x^{2} \right)} \sin{\left(9 x \right)} \sin{\left(5 x^{3} \right)}}{\sin{\left(10 x^{2} \right)} \cos^{2}{\left(9 x \right)}} + \frac{2 \sin{\left(5 x^{3} \right)}}{x \sin{\left(10 x^{2} \right)} \cos{\left(9 x \right)}}
- \frac{7 x^{2} e^{8 x^{3}}}{4},- 42 x^{4} e^{8 x^{3}} - \frac{7 x e^{8 x^{3}}}{2}
\frac{1}{\cos{\left(3 x^{2} \right)}},\frac{6 x \sin{\left(3 x^{2} \right)}}{\cos^{2}{\left(3 x^{2} \right)}}
\frac{3 \sin{\left(8 x^{2} \right)}}{20 x^{5}},\frac{12 \cos{\left(8 x^{2} \right)}}{5 x^{4}} - \frac{3 \sin{\left(8 x^{2} \right)}}{4 x^{6}}
\frac{8 x^{3}}{9},\frac{8 x^{2}}{3}
- \frac{2 x^{2} e^{8 x^{2}} e^{- 3 x^{3}}}{\cos{\left(6 x^{2} \right)}},\frac{18 x^{4} e^{8 x^{2}} e^{- 3 x^{3}}}{\cos{\left(6 x^{2} \right)}} - \frac{24 x^{3} e^{8 x^{2}} e^{- 3 x^{3}} \sin{\left(6 x^{2} \right)}}{\cos^{2}{\left(6 x^{2} \right)}} - \frac{32 x^{3} e^{8 x^{2}} e^{- 3 x^{3}}}{\cos{\left(6 x^{2} \right)}} - \frac{4 x e^{8 x^{2}} e^{- 3 x^{3}}}{\cos{\left(6 x^{2} \right)}}
\frac{4 x \log{\left(- 7 x \right)}}{\log{\left(6 x^{2} \right)} \sin{\left(9 x^{2} \right)}},- \frac{72 x^{2} \log{\left(- 7 x \right)} \cos{\left(9 x^{2} \right)}}{\log{\left(6 x^{2} \right)} \sin^{2}{\left(9 x^{2} \right)}} + \frac{4 \log{\left(- 7 x \right)}}{\log{\left(6 x^{2} \right)} \sin{\left(9 x^{2} \right)}} - \frac{8 \log{\left(- 7 x \right)}}{\log{\left(6 x^{2} \right)}^{2} \sin{\left(9 x^{2} \right)}} + \frac{4}{\log{\left(6 x^{2} \right)} \sin{\left(9 x^{2} \right)}}
- 4 x e^{- 4 x},16 x e^{- 4 x} - 4 e^{- 4 x}
\frac{32 x^{3} \cos{\left(5 x^{3} \right)}}{\log{\left(9 x^{3} \right)}},- \frac{480 x^{5} \sin{\left(5 x^{3} \right)}}{\log{\left(9 x^{3} \right)}} + \frac{96 x^{2} \cos{\left(5 x^{3} \right)}}{\log{\left(9 x^{3} \right)}} - \frac{96 x^{2} \cos{\left(5 x^{3} \right)}}{\log{\left(9 x^{3} \right)}^{2}}
6 x \cos{\left(2 x \right)},- 12 x \sin{\left(2 x \right)} + 6 \cos{\left(2 x \right)}
- 6 x^{2} \sin{\left(x^{2} \right)},- 12 x^{3} \cos{\left(x^{2} \right)} - 12 x \sin{\left(x^{2} \right)}
- \frac{e^{6 x}}{2 x^{2}},- \frac{3 e^{6 x}}{x^{2}} + \frac{e^{6 x}}{x^{3}}
\frac{7}{80 x^{2}},- \frac{7}{40 x^{3}}
8 x \log{\left(- 2 x \right)},8 \log{\left(- 2 x \right)} + 8
\frac{\cos{\left(6 x \right)}}{2},- 3 \sin{\left(6 x \right)}
\frac{4 x^{6}}{\cos{\left(6 x \right)}},\frac{24 x^{6} \sin{\left(6 x \right)}}{\cos^{2}{\left(6 x \right)}} + \frac{24 x^{5}}{\cos{\left(6 x \right)}}
- \frac{10 x}{\log{\left(10 x^{2} \right)} \cos{\left(9 x \right)}},- \frac{90 x \sin{\left(9 x \right)}}{\log{\left(10 x^{2} \right)} \cos^{2}{\left(9 x \right)}} - \frac{10}{\log{\left(10 x^{2} \right)} \cos{\left(9 x \right)}} + \frac{20}{\log{\left(10 x^{2} \right)}^{2} \cos{\left(9 x \right)}}
9 x e^{10 x^{2}} e^{7 x^{3}},189 x^{3} e^{10 x^{2}} e^{7 x^{3}} + 180 x^{2} e^{10 x^{2}} e^{7 x^{3}} + 9 e^{10 x^{2}} e^{7 x^{3}}
\frac{4}{x^{2}},- \frac{8}{x^{3}}
0,0
- 6 x \sin{\left(3 x^{2} \right)} \sin{\left(6 x^{2} \right)},- 72 x^{2} \sin{\left(3 x^{2} \right)} \cos{\left(6 x^{2} \right)} - 36 x^{2} \sin{\left(6 x^{2} \right)} \cos{\left(3 x^{2} \right)} - 6 \sin{\left(3 x^{2} \right)} \sin{\left(6 x^{2} \right)}
- \frac{\sin{\left(10 x^{3} \right)}}{4 x \cos{\left(6 x \right)} \cos{\left(9 x \right)}},- \frac{15 x \cos{\left(10 x^{3} \right)}}{2 \cos{\left(6 x \right)} \cos{\left(9 x \right)}} - \frac{3 \sin{\left(6 x \right)} \sin{\left(10 x^{3} \right)}}{2 x \cos^{2}{\left(6 x \right)} \cos{\left(9 x \right)}} - \frac{9 \sin{\left(9 x \right)} \sin{\left(10 x^{3} \right)}}{4 x \cos{\left(6 x \right)} \cos^{2}{\left(9 x \right)}} + \frac{\sin{\left(10 x^{3} \right)}}{4 x^{2} \cos{\left(6 x \right)} \cos{\left(9 x \right)}}
- \frac{40 x^{2} \sin{\left(10 x^{3} \right)}}{\log{\left(6 x^{3} \right)}},- \frac{1200 x^{4} \cos{\left(10 x^{3} \right)}}{\log{\left(6 x^{3} \right)}} - \frac{80 x \sin{\left(10 x^{3} \right)}}{\log{\left(6 x^{3} \right)}} + \frac{120 x \sin{\left(10 x^{3} \right)}}{\log{\left(6 x^{3} \right)}^{2}}
- x^{3},- 3 x^{2}
\cos{\left(2 x^{2} \right)},- 4 x \sin{\left(2 x^{2} \right)}
- x e^{- 2 x} \log{\left(4 x^{3} \right)},2 x e^{- 2 x} \log{\left(4 x^{3} \right)} - e^{- 2 x} \log{\left(4 x^{3} \right)} - 3 e^{- 2 x}
7 x e^{8 x} e^{- 2 x^{2}} \cos{\left(6 x \right)},- 28 x^{2} e^{8 x} e^{- 2 x^{2}} \cos{\left(6 x \right)} - 42 x e^{8 x} e^{- 2 x^{2}} \sin{\left(6 x \right)} + 56 x e^{8 x} e^{- 2 x^{2}} \cos{\left(6 x \right)} + 7 e^{8 x} e^{- 2 x^{2}} \cos{\left(6 x \right)}
- 80 x^{4},- 320 x^{3}
- 96 x^{7} \log{\left(- 4 x \right)},- 672 x^{6} \log{\left(- 4 x \right)} - 96 x^{6}
\frac{x \sin{\left(2 x^{3} \right)}}{5},\frac{6 x^{3} \cos{\left(2 x^{3} \right)}}{5} + \frac{\sin{\left(2 x^{3} \right)}}{5}
4 x^{3} e^{- 2 x} e^{- 9 x^{2}},- 72 x^{4} e^{- 2 x} e^{- 9 x^{2}} - 8 x^{3} e^{- 2 x} e^{- 9 x^{2}} + 12 x^{2} e^{- 2 x} e^{- 9 x^{2}}
- e^{- x^{3}},3 x^{2} e^{- x^{3}}
- 5 x^{3} e^{3 x^{2}},- 30 x^{4} e^{3 x^{2}} - 15 x^{2} e^{3 x^{2}}
e^{- 2 x^{2}},- 4 x e^{- 2 x^{2}}
30 x^{5} \cos{\left(2 x \right)},- 60 x^{5} \sin{\left(2 x \right)} + 150 x^{4} \cos{\left(2 x \right)}
- 10 x \cos{\left(6 x^{3} \right)},180 x^{3} \sin{\left(6 x^{3} \right)} - 10 \cos{\left(6 x^{3} \right)}
9 x^{2} e^{5 x^{2}},90 x^{3} e^{5 x^{2}} + 18 x e^{5 x^{2}}
\frac{e^{10 x} \log{\left(- 6 x \right)}}{8 x^{2}},\frac{5 e^{10 x} \log{\left(- 6 x \right)}}{4 x^{2}} - \frac{e^{10 x} \log{\left(- 6 x \right)}}{4 x^{3}} + \frac{e^{10 x}}{8 x^{3}}
\log{\left(4 x^{2} \right)},\frac{2}{x}
7 x^{3} e^{- 6 x},- 42 x^{3} e^{- 6 x} + 21 x^{2} e^{- 6 x}
840 x^{10},8400 x^{9}
\frac{\cos{\left(3 x^{3} \right)}}{3 x^{2} \sin{\left(10 x^{3} \right)}},- \frac{3 \sin{\left(3 x^{3} \right)}}{\sin{\left(10 x^{3} \right)}} - \frac{10 \cos{\left(3 x^{3} \right)} \cos{\left(10 x^{3} \right)}}{\sin^{2}{\left(10 x^{3} \right)}} - \frac{2 \cos{\left(3 x^{3} \right)}}{3 x^{3} \sin{\left(10 x^{3} \right)}}
- \frac{40 x^{4} \log{\left(9 x \right)}}{7},- \frac{160 x^{3} \log{\left(9 x \right)}}{7} - \frac{40 x^{3}}{7}
- 7 x e^{- 3 x^{3}},63 x^{3} e^{- 3 x^{3}} - 7 e^{- 3 x^{3}}
x^{3} e^{4 x},4 x^{3} e^{4 x} + 3 x^{2} e^{4 x}
- \frac{3}{4},0
6 x \sin{\left(5 x^{2} \right)},60 x^{2} \cos{\left(5 x^{2} \right)} + 6 \sin{\left(5 x^{2} \right)}
\frac{1}{4 x \cos{\left(x \right)}},\frac{\sin{\left(x \right)}}{4 x \cos^{2}{\left(x \right)}} - \frac{1}{4 x^{2} \cos{\left(x \right)}}
80 x^{3},240 x^{2}
3 x^{2} e^{- 6 x^{2}},- 36 x^{3} e^{- 6 x^{2}} + 6 x e^{- 6 x^{2}}
- \sin{\left(7 x^{3} \right)},- 21 x^{2} \cos{\left(7 x^{3} \right)}
\frac{e^{- 6 x} \cos{\left(6 x^{3} \right)}}{8 x^{2}},- \frac{9 e^{- 6 x} \sin{\left(6 x^{3} \right)}}{4} - \frac{3 e^{- 6 x} \cos{\left(6 x^{3} \right)}}{4 x^{2}} - \frac{e^{- 6 x} \cos{\left(6 x^{3} \right)}}{4 x^{3}}
- x e^{- 2 x^{3}},6 x^{3} e^{- 2 x^{3}} - e^{- 2 x^{3}}
\frac{e^{- 2 x^{2}}}{\sin{\left(7 x^{3} \right)}},- \frac{21 x^{2} e^{- 2 x^{2}} \cos{\left(7 x^{3} \right)}}{\sin^{2}{\left(7 x^{3} \right)}} - \frac{4 x e^{- 2 x^{2}}}{\sin{\left(7 x^{3} \right)}}
- 2 x^{5} e^{- 8 x^{2}} \log{\left(- 3 x \right)},32 x^{6} e^{- 8 x^{2}} \log{\left(- 3 x \right)} - 10 x^{4} e^{- 8 x^{2}} \log{\left(- 3 x \right)} - 2 x^{4} e^{- 8 x^{2}}
\frac{\cos{\left(3 x^{2} \right)}}{\sin{\left(7 x \right)}},- \frac{6 x \sin{\left(3 x^{2} \right)}}{\sin{\left(7 x \right)}} - \frac{7 \cos{\left(7 x \right)} \cos{\left(3 x^{2} \right)}}{\sin^{2}{\left(7 x \right)}}
\frac{\cos{\left(5 x^{2} \right)}}{7 x^{3}},- \frac{10 \sin{\left(5 x^{2} \right)}}{7 x^{2}} - \frac{3 \cos{\left(5 x^{2} \right)}}{7 x^{4}}
\frac{10 x e^{7 x}}{3 \log{\left(3 x^{3} \right)}},\frac{70 x e^{7 x}}{3 \log{\left(3 x^{3} \right)}} + \frac{10 e^{7 x}}{3 \log{\left(3 x^{3} \right)}} - \frac{10 e^{7 x}}{\log{\left(3 x^{3} \right)}^{2}}
- 120 x^{4} \cos{\left(5 x^{3} \right)},1800 x^{6} \sin{\left(5 x^{3} \right)} - 480 x^{3} \cos{\left(5 x^{3} \right)}
\frac{4 x e^{8 x} \sin{\left(5 x \right)}}{\cos{\left(4 x^{3} \right)}},\frac{48 x^{3} e^{8 x} \sin{\left(5 x \right)} \sin{\left(4 x^{3} \right)}}{\cos^{2}{\left(4 x^{3} \right)}} + \frac{32 x e^{8 x} \sin{\left(5 x \right)}}{\cos{\left(4 x^{3} \right)}} + \frac{20 x e^{8 x} \cos{\left(5 x \right)}}{\cos{\left(4 x^{3} \right)}} + \frac{4 e^{8 x} \sin{\left(5 x \right)}}{\cos{\left(4 x^{3} \right)}}
- \frac{5 x^{3}}{\cos{\left(5 x^{3} \right)}},- \frac{75 x^{5} \sin{\left(5 x^{3} \right)}}{\cos^{2}{\left(5 x^{3} \right)}} - \frac{15 x^{2}}{\cos{\left(5 x^{3} \right)}}
\frac{\tilde{\infty} x^{3} \sin{\left(9 x^{3} \right)}}{\sin{\left(5 x^{2} \right)}},\frac{\tilde{\infty} x^{5} \cos{\left(9 x^{3} \right)}}{\sin{\left(5 x^{2} \right)}} + \frac{\tilde{\infty} x^{4} \sin{\left(9 x^{3} \right)} \cos{\left(5 x^{2} \right)}}{\sin^{2}{\left(5 x^{2} \right)}} + \frac{\tilde{\infty} x^{2} \sin{\left(9 x^{3} \right)}}{\sin{\left(5 x^{2} \right)}}
- \frac{\sin{\left(8 x^{2} \right)}}{2 x^{2}},- \frac{8 \cos{\left(8 x^{2} \right)}}{x} + \frac{\sin{\left(8 x^{2} \right)}}{x^{3}}
- \frac{9 x^{2} \log{\left(- x^{2} \right)}}{\log{\left(- 2 x \right)} \sin{\left(6 x^{2} \right)}},\frac{108 x^{3} \log{\left(- x^{2} \right)} \cos{\left(6 x^{2} \right)}}{\log{\left(- 2 x \right)} \sin^{2}{\left(6 x^{2} \right)}} - \frac{18 x \log{\left(- x^{2} \right)}}{\log{\left(- 2 x \right)} \sin{\left(6 x^{2} \right)}} - \frac{18 x}{\log{\left(- 2 x \right)} \sin{\left(6 x^{2} \right)}} + \frac{9 x \log{\left(- x^{2} \right)}}{\log{\left(- 2 x \right)}^{2} \sin{\left(6 x^{2} \right)}}
\frac{\log{\left(- x^{3} \right)} \log{\left(x^{3} \right)}}{\sin{\left(2 x^{3} \right)}},- \frac{6 x^{2} \log{\left(- x^{3} \right)} \log{\left(x^{3} \right)} \cos{\left(2 x^{3} \right)}}{\sin^{2}{\left(2 x^{3} \right)}} + \frac{3 \log{\left(- x^{3} \right)}}{x \sin{\left(2 x^{3} \right)}} + \frac{3 \log{\left(x^{3} \right)}}{x \sin{\left(2 x^{3} \right)}}
- \frac{\sin{\left(10 x^{2} \right)}}{7 x},- \frac{20 \cos{\left(10 x^{2} \right)}}{7} + \frac{\sin{\left(10 x^{2} \right)}}{7 x^{2}}
0,0
- \frac{\cos{\left(9 x^{2} \right)}}{8 x^{2}},\frac{9 \sin{\left(9 x^{2} \right)}}{4 x} + \frac{\cos{\left(9 x^{2} \right)}}{4 x^{3}}
- \frac{21}{2 x^{2}},\frac{21}{x^{3}}
\frac{2 x e^{- 9 x^{3}} \sin{\left(3 x \right)}}{\log{\left(- 2 x^{3} \right)}},- \frac{54 x^{3} e^{- 9 x^{3}} \sin{\left(3 x \right)}}{\log{\left(- 2 x^{3} \right)}} + \frac{6 x e^{- 9 x^{3}} \cos{\left(3 x \right)}}{\log{\left(- 2 x^{3} \right)}} + \frac{2 e^{- 9 x^{3}} \sin{\left(3 x \right)}}{\log{\left(- 2 x^{3} \right)}} - \frac{6 e^{- 9 x^{3}} \sin{\left(3 x \right)}}{\log{\left(- 2 x^{3} \right)}^{2}}
\frac{\sin{\left(4 x \right)}}{27 x^{6}},\frac{4 \cos{\left(4 x \right)}}{27 x^{6}} - \frac{2 \sin{\left(4 x \right)}}{9 x^{7}}
\frac{e^{- 9 x}}{8 x},- \frac{9 e^{- 9 x}}{8 x} - \frac{e^{- 9 x}}{8 x^{2}}
- x^{3} \sin{\left(7 x^{2} \right)},- 14 x^{4} \cos{\left(7 x^{2} \right)} - 3 x^{2} \sin{\left(7 x^{2} \right)}
- \frac{e^{- 10 x^{2}}}{10 x \log{\left(- 8 x^{3} \right)}},\frac{2 e^{- 10 x^{2}}}{\log{\left(- 8 x^{3} \right)}} + \frac{e^{- 10 x^{2}}}{10 x^{2} \log{\left(- 8 x^{3} \right)}} + \frac{3 e^{- 10 x^{2}}}{10 x^{2} \log{\left(- 8 x^{3} \right)}^{2}}
- \frac{2 x^{2} \cos{\left(10 x \right)} \cos{\left(5 x^{3} \right)}}{\sin{\left(6 x^{3} \right)}},\frac{30 x^{4} \sin{\left(5 x^{3} \right)} \cos{\left(10 x \right)}}{\sin{\left(6 x^{3} \right)}} + \frac{36 x^{4} \cos{\left(10 x \right)} \cos{\left(5 x^{3} \right)} \cos{\left(6 x^{3} \right)}}{\sin^{2}{\left(6 x^{3} \right)}} + \frac{20 x^{2} \sin{\left(10 x \right)} \cos{\left(5 x^{3} \right)}}{\sin{\left(6 x^{3} \right)}} - \frac{4 x \cos{\left(10 x \right)} \cos{\left(5 x^{3} \right)}}{\sin{\left(6 x^{3} \right)}}
\tilde{\infty} x^{2},\tilde{\infty} x
- \frac{4 x^{2} \log{\left(4 x \right)} \log{\left(- 5 x^{2} \right)}}{3},- \frac{8 x \log{\left(4 x \right)} \log{\left(- 5 x^{2} \right)}}{3} - \frac{8 x \log{\left(4 x \right)}}{3} - \frac{4 x \log{\left(- 5 x^{2} \right)}}{3}
- \frac{e^{9 x^{3}}}{5 x \cos{\left(x^{3} \right)}},- \frac{3 x e^{9 x^{3}} \sin{\left(x^{3} \right)}}{5 \cos^{2}{\left(x^{3} \right)}} - \frac{27 x e^{9 x^{3}}}{5 \cos{\left(x^{3} \right)}} + \frac{e^{9 x^{3}}}{5 x^{2} \cos{\left(x^{3} \right)}}
- \frac{1}{3 x},\frac{1}{3 x^{2}}
\log{\left(- x^{2} \right)} \sin{\left(x^{3} \right)} \cos{\left(x \right)},3 x^{2} \log{\left(- x^{2} \right)} \cos{\left(x \right)} \cos{\left(x^{3} \right)} - \log{\left(- x^{2} \right)} \sin{\left(x \right)} \sin{\left(x^{3} \right)} + \frac{2 \sin{\left(x^{3} \right)} \cos{\left(x \right)}}{x}
0,0
\frac{e^{7 x} \sin{\left(3 x^{3} \right)} \cos{\left(7 x \right)}}{x^{3}},\frac{9 e^{7 x} \cos{\left(7 x \right)} \cos{\left(3 x^{3} \right)}}{x} - \frac{7 e^{7 x} \sin{\left(7 x \right)} \sin{\left(3 x^{3} \right)}}{x^{3}} + \frac{7 e^{7 x} \sin{\left(3 x^{3} \right)} \cos{\left(7 x \right)}}{x^{3}} - \frac{3 e^{7 x} \sin{\left(3 x^{3} \right)} \cos{\left(7 x \right)}}{x^{4}}
\frac{1}{6 x \log{\left(- 6 x \right)}},- \frac{1}{6 x^{2} \log{\left(- 6 x \right)}} - \frac{1}{6 x^{2} \log{\left(- 6 x \right)}^{2}}
e^{- 2 x^{2}} \cos{\left(x^{3} \right)},- 3 x^{2} e^{- 2 x^{2}} \sin{\left(x^{3} \right)} - 4 x e^{- 2 x^{2}} \cos{\left(x^{3} \right)}
10 x e^{- 9 x},- 90 x e^{- 9 x} + 10 e^{- 9 x}
4 \sin{\left(7 x \right)} \sin{\left(8 x^{3} \right)},96 x^{2} \sin{\left(7 x \right)} \cos{\left(8 x^{3} \right)} + 28 \sin{\left(8 x^{3} \right)} \cos{\left(7 x \right)}
e^{2 x} \log{\left(- 6 x^{2} \right)},2 e^{2 x} \log{\left(- 6 x^{2} \right)} + \frac{2 e^{2 x}}{x}
- \log{\left(- 9 x^{3} \right)} \sin{\left(4 x^{3} \right)},- 12 x^{2} \log{\left(- 9 x^{3} \right)} \cos{\left(4 x^{3} \right)} - \frac{3 \sin{\left(4 x^{3} \right)}}{x}
- \frac{\log{\left(4 x \right)}}{28 x^{3} \sin{\left(4 x^{3} \right)}},\frac{3 \log{\left(4 x \right)} \cos{\left(4 x^{3} \right)}}{7 x \sin^{2}{\left(4 x^{3} \right)}} + \frac{3 \log{\left(4 x \right)}}{28 x^{4} \sin{\left(4 x^{3} \right)}} - \frac{1}{28 x^{4} \sin{\left(4 x^{3} \right)}}
2 x^{4},8 x^{3}
- \frac{\sin{\left(9 x^{2} \right)}}{9 x^{2}},- \frac{2 \cos{\left(9 x^{2} \right)}}{x} + \frac{2 \sin{\left(9 x^{2} \right)}}{9 x^{3}}
\frac{e^{- 9 x^{2}} \cos{\left(3 x^{2} \right)}}{3 x},- 2 e^{- 9 x^{2}} \sin{\left(3 x^{2} \right)} - 6 e^{- 9 x^{2}} \cos{\left(3 x^{2} \right)} - \frac{e^{- 9 x^{2}} \cos{\left(3 x^{2} \right)}}{3 x^{2}}
- \frac{\sin{\left(9 x \right)}}{6 x^{2}},- \frac{3 \cos{\left(9 x \right)}}{2 x^{2}} + \frac{\sin{\left(9 x \right)}}{3 x^{3}}
\frac{e^{- 5 x^{2}} \sin{\left(9 x \right)}}{3 x^{3}},- \frac{10 e^{- 5 x^{2}} \sin{\left(9 x \right)}}{3 x^{2}} + \frac{3 e^{- 5 x^{2}} \cos{\left(9 x \right)}}{x^{3}} - \frac{e^{- 5 x^{2}} \sin{\left(9 x \right)}}{x^{4}}
\frac{6 x^{3} e^{- 2 x}}{\sin{\left(7 x^{2} \right)}},- \frac{84 x^{4} e^{- 2 x} \cos{\left(7 x^{2} \right)}}{\sin^{2}{\left(7 x^{2} \right)}} - \frac{12 x^{3} e^{- 2 x}}{\sin{\left(7 x^{2} \right)}} + \frac{18 x^{2} e^{- 2 x}}{\sin{\left(7 x^{2} \right)}}
x e^{3 x},3 x e^{3 x} + e^{3 x}
\frac{\cos{\left(3 x^{3} \right)}}{x},- 9 x \sin{\left(3 x^{3} \right)} - \frac{\cos{\left(3 x^{3} \right)}}{x^{2}}
\frac{\sin{\left(10 x \right)}}{\cos{\left(2 x^{2} \right)}},\frac{4 x \sin{\left(10 x \right)} \sin{\left(2 x^{2} \right)}}{\cos^{2}{\left(2 x^{2} \right)}} + \frac{10 \cos{\left(10 x \right)}}{\cos{\left(2 x^{2} \right)}}
- \sin{\left(3 x^{3} \right)} \cos{\left(x^{2} \right)},- 9 x^{2} \cos{\left(x^{2} \right)} \cos{\left(3 x^{3} \right)} + 2 x \sin{\left(x^{2} \right)} \sin{\left(3 x^{3} \right)}
- \frac{e^{4 x^{2}}}{6 x},- \frac{4 e^{4 x^{2}}}{3} + \frac{e^{4 x^{2}}}{6 x^{2}}
- \frac{8 \sin{\left(x \right)}}{9 x},- \frac{8 \cos{\left(x \right)}}{9 x} + \frac{8 \sin{\left(x \right)}}{9 x^{2}}
90 x^{5},450 x^{4}
- \frac{4 \cos{\left(8 x^{3} \right)}}{15 x},\frac{32 x \sin{\left(8 x^{3} \right)}}{5} + \frac{4 \cos{\left(8 x^{3} \right)}}{15 x^{2}}
10 x^{2} e^{6 x^{3}} \cos{\left(9 x^{2} \right)},180 x^{4} e^{6 x^{3}} \cos{\left(9 x^{2} \right)} - 180 x^{3} e^{6 x^{3}} \sin{\left(9 x^{2} \right)} + 20 x e^{6 x^{3}} \cos{\left(9 x^{2} \right)}
- \frac{63 x^{6}}{\sin{\left(9 x \right)}},\frac{567 x^{6} \cos{\left(9 x \right)}}{\sin^{2}{\left(9 x \right)}} - \frac{378 x^{5}}{\sin{\left(9 x \right)}}
\frac{\sin{\left(5 x^{2} \right)}}{3 x^{3} \cos{\left(5 x^{3} \right)}},\frac{5 \sin{\left(5 x^{2} \right)} \sin{\left(5 x^{3} \right)}}{x \cos^{2}{\left(5 x^{3} \right)}} + \frac{10 \cos{\left(5 x^{2} \right)}}{3 x^{2} \cos{\left(5 x^{3} \right)}} - \frac{\sin{\left(5 x^{2} \right)}}{x^{4} \cos{\left(5 x^{3} \right)}}
\tilde{\infty} x \log{\left(10 x^{3} \right)},\tilde{\infty} \log{\left(10 x^{3} \right)} + \tilde{\infty}
e^{7 x^{2}} e^{- 2 x^{3}},- 6 x^{2} e^{7 x^{2}} e^{- 2 x^{3}} + 14 x e^{7 x^{2}} e^{- 2 x^{3}}
- \frac{7 \sin{\left(10 x^{2} \right)} \sin{\left(6 x^{3} \right)}}{9},- 14 x^{2} \sin{\left(10 x^{2} \right)} \cos{\left(6 x^{3} \right)} - \frac{140 x \sin{\left(6 x^{3} \right)} \cos{\left(10 x^{2} \right)}}{9}
\frac{e^{- x}}{30 x^{4}},- \frac{e^{- x}}{30 x^{4}} - \frac{2 e^{- x}}{15 x^{5}}
3 x^{2} e^{x^{3}},9 x^{4} e^{x^{3}} + 6 x e^{x^{3}}
42 x^{6},252 x^{5}
- \frac{x \cos{\left(9 x^{2} \right)}}{7},\frac{18 x^{2} \sin{\left(9 x^{2} \right)}}{7} - \frac{\cos{\left(9 x^{2} \right)}}{7}
- 5 x^{6} \sin{\left(10 x \right)},- 50 x^{6} \cos{\left(10 x \right)} - 30 x^{5} \sin{\left(10 x \right)}
\frac{5}{18},0
\frac{9 e^{x^{2}}}{8},\frac{9 x e^{x^{2}}}{4}
0,0
- \frac{e^{10 x} \sin{\left(3 x^{2} \right)}}{\cos{\left(3 x^{3} \right)}},- \frac{9 x^{2} e^{10 x} \sin{\left(3 x^{2} \right)} \sin{\left(3 x^{3} \right)}}{\cos^{2}{\left(3 x^{3} \right)}} - \frac{6 x e^{10 x} \cos{\left(3 x^{2} \right)}}{\cos{\left(3 x^{3} \right)}} - \frac{10 e^{10 x} \sin{\left(3 x^{2} \right)}}{\cos{\left(3 x^{3} \right)}}
- 28 x^{3},- 84 x^{2}
0,0
8 x \sin{\left(3 x \right)},24 x \cos{\left(3 x \right)} + 8 \sin{\left(3 x \right)}
